Bentuk Takbaku,Bentuk Baku,Sumber,Dapat Diubah,Ambigu,Memiliki Makna,Memiliki Homonim,Memiliki Homograf,Bentuk Baku Homograf Sama
"serah","sirah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serampat","sengkelit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serana","sarana","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"serangguh","seranggung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serangkak","sirangkak","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"serapa","serapah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serawan","rawan","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"sereat","syariat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sereh","serai","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"serengam","sengam","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"serep","serap","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"seresah","serasah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seri","ceri","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"serigunting","srigunting","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Serikandi","Srikandi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serin","serina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seringih","seringai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seroda","seruda","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serodok","seruduk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serok","seruk","KBBI V","Tidak","Ya","Tidak","Ya","Ya","Tidak"
"serondeng","serundeng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serpa","serapah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"serpai","serpih","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serse","sersi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sertipikat","sertifikat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"serual","seluar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seruni","serunai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sesembahan","sembahan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setagi","setagen","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setaka","astaka","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"setakona","astakona","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setambuk","stambuk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setambul","stambul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setandar","standar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setangga","tetangga","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"setasiun","stasiun","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seteker","steker","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setempel","stempel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seten","stengun","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterap","setrap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seteria","satria","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterik","setrik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterika","setrika","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seteriman","setirman","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterimin","setrimin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterip","setrip","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterum","setrum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seterup","setrup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setewel","setiwel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setinggil","sitinggil","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setinja","istinja","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setip","step","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"setiwal","setiwel","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setoker","stoker","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setop","setup","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"setoples","stoples","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setormking","lampu stormking","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setreng","streng","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setrimin","strimin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"setua","satwa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"seturi","setori","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sewah","sewar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"shalat","salat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sholat","salat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sholawat","selawat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sholeh","saleh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sholeha","salihah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sholehah","salihah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"siarat","siarah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"siasah","siasat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sidaguri","seleguri","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sidekah","sedekah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sidingin","sedingin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sikedidi","kedidi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sikeduduk","senduduk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sikejut","semalu","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"siketumbak","sikudomba","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"silaf","khilaf","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"silah","sila","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"silap","khilaf","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"silaturahim","silaturahmi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"silempukau","silampukau","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"simalu","semalu","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"simbukan","kesimbukan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"simpor","simpur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sinandung","senandung","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sinda","sanda","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"singgung","sigung","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"singkak","singkap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"singkawang","tengkawang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"singkeh","singkek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"singkup","sekop","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"singsat","singset","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"singse","sinse","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sintesa","sintesis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sintese","sintesis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sinting","senteng","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"siomay","siomai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sipai","sipahi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sipasin","sepasin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sipesan","sepesan","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"sipilis","sifilis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sipoa","swipoa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sirik","syirik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sirkit","sirkuit","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sirkuit","untai","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sirobok","serobok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sirup","sirop","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sista","kista","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sistim","sistem","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sistin","sistina","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sitar","siter","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sitawar","setawar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"siur","simpang siur","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"siwar","sewar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Siwaratri","Syiwaratri","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sojah","soja","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sok","syok","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"soklat","cokelat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soko","saka","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"solat","salat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"solawat","selawat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soldadu","serdadu","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soleh","saleh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soleha","salihah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"solehah","salihah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"somay","siomai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sompak","sompok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sompeng","sompek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sondol","sundul","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sontok","suntuk","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"soprano","sopran","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sorban","serban","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sorga","surga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sorgawi","surgawi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sotor","sotoh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soun","sohun","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sowan","soang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sowang","soang","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"soyat","soyah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"spakbor","sepatbor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"span","sepan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"spatbor","sepatbor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"spedometer","spidometer","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"spirituil","spiritual","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"spodumen","spodumena","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sportifitas","sportivitas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"srempet","serempet","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"srikaya","serikaya","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"standard","standar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"standart","standar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"statik","statis","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"stek","setek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"stemma","stema","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sten","stengun","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"stepler","stapler","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"stress","stres","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"strip","setrip","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sual","soal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sualak","solak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suarawati","swarawati","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suarga","surga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suari","kasuari","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"subhat","syubhat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"subyek","subjek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"subyektif","subjektif","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"subyektivisme","subjektivisme","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suci kuman","suci hama","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sudagar","saudagar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sudara","saudara","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suduk","sodok","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sudur","sodor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sugra","kiamat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suipoa","swipoa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suir","langsuir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sujadah","sajadah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suk","syok","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sukduf","sekedup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sukini","zukini","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sukur","syukur","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sulalat","sulalah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suli","gandasuli","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sulu","suluh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sulub","sulbi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sulup","selup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sumanda","semenda","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sumangat","semangat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sumarak","semarak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Sumatera","Sumatra","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sumbul","sumbur","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sumpel","sumpal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sunat","sunah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sundel","sundal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sundik","sondek","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sunglap","sulap","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sungsum","sumsum","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sunnah","sunah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"supai","sipahi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"supir","sopir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"supit","sumpit","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"surat","surah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"surban","serban","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suris","surih","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"surung","sorong","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"survai","survei","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"survey","survei","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"sut","suten","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"sutera","sutra","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"suudzan","suuzan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"swarga","surga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"switer","sweter","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Syaban","Syakban","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syafkah","syafakat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syagar","sakar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syahada","syahda","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syahadan","syahdan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syaikh","syekh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syaitan","setan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syajarat","sejarah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syakar","sakar","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syakduf","sekedup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syamas","samas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syamsiat","syamsiah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syapaat","syafaat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syaraf","saraf","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syarbat","serbat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syarekat","syarikat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syariah","syariat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syorga","surga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syubahat","syubhat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syufaat","syafaat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syuk","syok","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"syurah","syarah","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"syurga","surga","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taawud","taawuz","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tabah","tebah","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tabe","tabik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tabi","tabik","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tabot","tabut","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tafefobia","tafofobia","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taftah","tafeta","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tahadi","tadi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tahalil","tahlil","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tahta","takhta","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taju","tajuk","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"takak","takik","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"takarir","takrir","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"takel","takal","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taksis","takhsis","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"talai","lalai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"talek","talk","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"talen","talenta","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tambus","timbus","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tampak","campak","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tampan","talam","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tampek","campak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tang","tank","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tangker","tanker","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tangkut","tangkup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tanjidur","tanjidor","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tantang","tentang","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"taoke","tauke","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tapa","tempa","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tapah","tapa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tape","tapai","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tapi","tetapi","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tapuk","tepuk","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"tapung","tepung","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"taqwa","takwa","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tar","tir","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"taras","teras","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarikat","tarekat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarip","tarif","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tariqat","tarekat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarkasy","tarkas","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarkhim","tarhim","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarpentin","terpentin","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarra","tara","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tarub","tarup","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taruk","taruh","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"taruko","teroka","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tasbeh","tasbih ; tasbih (2)","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tasdid","tasydid","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tasmak","tesmak","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tatapan","tetampan","KBBI V","Tidak","Ya","Tidak","Tidak","Ya","Tidak"
"taubat","tobat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tauco","taoco","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taufan","topan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tauge","taoge","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tauladan","teladan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taulan","tolan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"taup","taut","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
"Tauret","Taurat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"Taurit","Taurat","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tawarikh","tarikh","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tazir","takzir","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tean","teyan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tebakang","tambakan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tebera","tambera","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tebuan","tabuhan","KBBI V","Tidak","Tidak","Tidak","Tidak","Tidak","Tidak"
"tebus","tembus","KBBI V","Tidak","Ya","Tidak","Ya","Tidak","Tidak"
